mep_id,first_name,last_name,gender,date_of_birth,date_of_death,hometown,country_of_representation
197394,Josianne,Cutajar,FEMALE,1989-12-27,,Victoria,MLT
144,Alain,Peyrefitte,MALE,1925-08-26,,Najac (Aveyron),FRA
96856,George Sabin,Cutaș,MALE,1968-02-23,,Bacău,ROU
124743,Artis,Pabriks,MALE,1966-03-22,,Jūrmala,LVA
1232,Thomas,von der Vring,MALE,1937-05-27,,Stuttgart,DEU
28347,Javier,Moreno Sánchez,MALE,1965-03-12,,Ginebra (Suiza),ESP
31123,Pedro,Guerreiro,MALE,1966-02-25,,Lisboa,PRT
135541,Sławomir,Kłosowski,MALE,1964-02-21,,Wambierzyce,POL
909,Frank,Cluskey,MALE,1930-04-09,,Dublin,IRL
1704,Pancrazio,De Pasquale,MALE,1925-08-06,1992-09-26,Giardini (Messina),ITA
96990,Carmen,Romero López,FEMALE,1946-11-15,,Sevilla,ESP
875,Derek A.,Enright,MALE,1935-08-02,,Thornaby on Tees (Yorkshi,GBR
96829,Ádám,Kósa,MALE,1975-07-01,,Budapest,HUN
39956,Brigitte,Fouré,FEMALE,1955-08-13,,Amiens,FRA
218349,Michiel,Hoogeveen,MALE,1989-07-06,,,NLD
2192,Nikitas,Kaklamanis,MALE,1946-04-01,,Andros Cyclades,GRC
31730,Joel,Hasse Ferreira,MALE,1944-07-13,2022-03-18,Lisboa,PRT
225,Kléber,Loustau,MALE,1915-02-05,,Romorantin (Loir-et-Cher),FRA
39094,Lily,Jacobs,FEMALE,1951-11-02,,Heerlen,NLD
311,Ugo,La Malfa,MALE,1903-05-16,,Palermo,ITA
658,Ioannis,Zighdis,MALE,1913-07-21,,Lindos (Rodos),GRC
4310,Mónica,Ridruejo,FEMALE,1963-04-25,,San Francisco (California),ESP
39534,Cornelis,Visser,MALE,1965-11-14,,Stellendam,NLD
197712,Henrik,Overgaard Nielsen,MALE,1959-08-02,,Frederiksberg,DNK
4419,Reinhold,Messner,MALE,1944-09-17,,Brixen-Bressanone (BZ),ITA
4270,Marit,Paulsen,FEMALE,1939-11-24,2022-07-25,Oslo,SWE
28114,Liam,Aylward,MALE,1952-09-27,,Kilkenny,IRL
1987,Michèle,Lindeperg,FEMALE,1941-09-20,,Lyon,FRA
724,Konstantinos,Gontikas,MALE,1934-04-27,,Athina,GRC
204368,Christian,Sagartz,MALE,1981-01-16,,Wiener Neustadt,AUT
28246,Alexander Nuno,Pickart Alvaro,MALE,1975-05-26,,Bonn-Bad Godesberg,DEU
4428,Luciana,Sbarbati,FEMALE,1946-05-10,,Roma,ITA
23730,Panayiotis,Demetriou,MALE,1939-05-06,,Strongylo,CYP
107386,Phil,Prendergast,FEMALE,1959-09-20,,Kilkenny,IRL
28289,Rolandas,Pavilionis,MALE,1944-07-03,2006-05-10,Šiaulieai,LTU
124746,Andrejs,Mamikins,MALE,1976-03-11,,Sanktpēterburga (RU),LVA
1006,Giorgio,Rossetti,MALE,1938-08-24,,Trieste,ITA
28214,Jean-Luc,Bennahmias,MALE,1954-12-02,,Paris,FRA
185,Emile,Schaus,MALE,1903-02-12,,Reimberg,LUX
2302,Pertti,Paasio,MALE,1939-04-02,,Helsinki,FIN
28146,Hélène,Goudin,FEMALE,1956-11-25,,Bryssel,SWE
2244,Philippe C.,De Coene,MALE,1960-08-28,,Lille (France),BEL
490,Peter,Brugger,MALE,1920-04-27,,S. Pietro Valle Aurina (B,ITA
638,August,De Block,MALE,1893-02-28,,St. Nikolaas-Waas,BEL
1892,Carlos,Coelho,MALE,1960-05-20,,Lisboa,PRT
609,Hans,Apel,MALE,1932-02-25,,Hambourg,DEU
1819,Alfons,Boesmans,MALE,1946-02-22,,Hasselt,BEL
23809,ZOLTAN,SZABÓ,MALE,1955-11-04,,Budapest,HUN
1645,Julián,Grimaldos Grimaldos,MALE,1941-03-30,,Tresjuncos (Cuenca),ESP
34727,Horst,Posdorf,MALE,1948-02-08,2017-10-12,Dornum,DEU
197459,Pierrette,Herzberger-Fofana,FEMALE,1949-03-20,,Bamako,DEU
2305,Astrid,Thors,FEMALE,1957-11-06,,Helsingfors,FIN
239260,Denis,Nesci,MALE,1981-07-25,,Polistena,ITA
28375,Jan Tadeusz,Masiel,MALE,1963-03-28,,Siemiatycze,POL
702,Roger-Gérard,Schwartzenberg,MALE,1943-04-17,,Pau,FRA
1675,Bruno,Ferrero,MALE,1943-06-02,2006-04-15,Belluno,ITA
4248,Philippe,Busquin,MALE,1941-01-06,,Feluy,BEL
2150,Ivar,Virgin,MALE,1936-02-29,2019-08-03,Ova,SWE
110365,Kent,Johansson,MALE,1951-12-27,,Händene,SWE
28159,Benoît,Hamon,MALE,1967-06-26,,St. Renan,FRA
197430,Engin,Eroglu,MALE,1982-02-12,,Schwalmstadt,DEU
4521,Timothy Charles Ayrton,Tannock,MALE,1957-09-25,,"Aldershot, Hants",GBR
39510,Armando,França,MALE,1949-10-22,,Esmoriz - Ovar,PRT
1407,Stephen,Hughes,MALE,1952-08-19,,Sunderland,GBR
786,Jean-Noël,de Lipkowski,MALE,1920-12-25,,Paris,FRA
1351,Miguel,Arias Cañete,MALE,1950-02-24,,Madrid,ESP
1970,María,Sornosa Martínez,FEMALE,1949-06-15,,Manises (Valencia),ESP
4526,The Earl Of,Stockton,MALE,1943-10-10,,Oswestry,GBR
443,Hugo,GEIGER,MALE,1901-04-01,1984-07-08,Furth i. Wald,DEU
2295,Hannes,Swoboda,MALE,1946-11-10,,Bad Deutsch Altenburg,AUT
287,Wilhelm,Michels,MALE,1919-09-27,,Welper (Ruhr),DEU
914,Manlio,CECOVINI,MALE,1914-01-29,2010-11-06,Trieste,ITA
1283,Jan,Sonneveld,MALE,1933-05-13,2022-08-02,Zoetermeer,NLD
4558,Dorette,Corbey,FEMALE,1957-07-19,,Eindhoven,NLD
96986,Josefa,Andrés Barea,FEMALE,1958-02-17,,Valencia,ESP
492,Giovanni,Boano,MALE,1922-08-16,,Castell'Alfero (Asti),ITA
1410,Edward T.,Kellett-Bowman,MALE,1931-02-25,2022-11-22,Leeds,GBR
185974,Jordi,Solé,MALE,1976-10-26,,Caldes de Montbui,ESP
232843,Jan Henrik,OVELGÖNNE,MALE,1975-06-30,,Volkach,DEU
28222,Kurt Joachim,Lauk,MALE,1946-05-19,,Stuttgart,DEU
23711,Ljubo,Germič,MALE,1960-11-19,,Maribor,SVN
477,Ferdinand,Friedensburg,MALE,1886-11-17,,Schweidnitz,DEU
124962,Afzal,Khan,MALE,1958-04-05,,Jhelum (Pakistan),GBR
124691,Costas,Mavrides,MALE,1962-05-27,,Kato Dhikomo,CYP
1913,Evelyne,Gebhardt,FEMALE,1954-01-19,,Montreuil-sous-Bois (France),FRA
96902,Maria do Céu,Patrão Neves,FEMALE,1959-04-26,,Lisboa,PRT
2072,Yvonne,Sandberg-Fries,FEMALE,1950-10-14,,Umeå,SWE
260,Andrea,Mascagni,MALE,1917-08-07,,S. Miniato (Pisa),ITA
902,Francis,Combe,MALE,1926-05-14,1982-04-15,Gonesse,FRA
751,Jean A.,Oehler,MALE,1937-03-30,,Krautergersheim (Bas-Rhin),FRA
122404,Claus,Larsen-Jensen,MALE,1953-05-09,,København,DNK
5846,Mary,Honeyball,FEMALE,1952-11-12,,Weymouth,GBR
1947,Marie-Paule (Mimi),Kestelijn-Sierens,FEMALE,1945-05-28,,Poperinge,BEL
197683,Gilbert,Collard,MALE,1948-02-03,,Marseille,FRA
197756,Vera,Tax,FEMALE,1972-02-08,,Venlo,NLD
706,Mario,Sassano,MALE,1923-10-01,1984-01-01,San Martino,ITA
25341,Juan Manuel,Ferrández Lezaun,MALE,1960-07-09,,Zaragoza,ESP
824,John,Horgan,MALE,1940-10-26,,Tralee (Co. Kerry),IRL
449,Erik Carl,Holst,MALE,1922-06-21,,Nakskov,DNK
4238,Hans-Peter,Martin,MALE,1957-08-11,,Bregenz,AUT
197506,Caroline,Roose,FEMALE,1968-11-10,,Oostende,BEL
26680,Maria del Carmen,Ortiz Rivas,FEMALE,1957-02-04,,Almeria,ESP
425,Francesco,De Bosio,MALE,1895-02-19,,Rovereto,ITA
1452,Petrus A.M.,Cornelissen,MALE,1934-01-13,2020-01-15,Terheijden,NLD
4750,Peter,Bossu,MALE,1965-06-27,,Torhout,BEL
569,Pierre,Croze,MALE,1921-05-14,,Casablanca (Maroc),FRA
28142,Nils,Lundgren,MALE,1936-07-13,,Skövde,SWE
197559,Grzegorz,Tobiszowski,MALE,1965-11-01,,Ruda Slaska,POL
111027,Svetoslav Hristov,Malinov,MALE,1968-01-19,,Dupnitsa,BGR
1436,John Joseph,McCartin,MALE,1939-04-24,,Ballinamore (Co. Leitrim),IRL
125110,Nikos,Androulakis,MALE,1979-02-07,,Athina,GRC
1492,Heinz Oskar,Vetter,MALE,1917-10-21,,Bochum-Werne,DEU
1608,Andoni,Monforte Arregui,MALE,1946-06-12,,Mallabia (Vizcaya),ESP
1086,Felice,Contu,MALE,1927-09-10,2023-07-10,Mogoro,ITA
96981,Franz,Obermayr,MALE,1952-05-25,,,AUT
142,Durk F.,van der Mei,MALE,1924-10-13,,Brummen,NLD
2303,Kirsi Katariina,Piha,FEMALE,1967-10-14,,Helsinki,FIN
96843,Marco,Scurria,MALE,1967-05-18,,Roma,ITA
96848,Mariya,Gabriel,FEMALE,1979-05-20,,Gotse Delchev,BGR
2329,Joost,Lagendijk,MALE,1957-06-08,,Roosendaal,NLD
96727,Zoran,Thaler,MALE,1962-01-21,,Kranj,SVN
1475,Ernest,Glinne,MALE,1931-03-30,,Forchies-la-Marche,BEL
4267,Udo,Bullmann,MALE,1956-06-08,,Gießen,DEU
28571,Marie,Panayotopoulos-Cassiotou,FEMALE,1952-07-29,,Chios,GRC
197508,Stéphane,Séjourné,MALE,1985-03-26,,Versailles,FRA
510,Egidio,Ariosto,MALE,1911-03-16,,Casto (Brescia),ITA
869,Adam,Fergusson,MALE,1932-07-10,,Haddington (Scotland),GBR
254721,Vânia,NETO,FEMALE,1979-04-25,,Santarém,PRT
197470,Saskia,Bricmont,FEMALE,1985-03-16,,Tournai,BEL
197643,Karoline,Edtstadler,FEMALE,1981-03-28,,Salzburg,AUT
28207,Claire,Gibault,FEMALE,1945-10-31,,Le Mans,FRA
1267,Egon A.,KLEPSCH,MALE,1930-01-30,2010-09-18,Bodenbach (Elbe),DEU
23737,Antanas,Valys,MALE,1952-05-16,,Kretinga,LTU
555,Edmond,Borocco,MALE,1911-08-03,,Colmar,FRA
28396,Luis,Herrero-Tejedor,MALE,1955-10-04,,Castellón,ESP
124837,Joachim,Schuster,MALE,1962-10-28,,Rastatt,DEU
1614,António José,Marques Mendes,MALE,1952-05-03,,Alvoco da Serra-Seía,PRT
732,Henriette,POIRIER,FEMALE,1936-10-26,2010-02-24,Bordeaux,FRA
33996,Adrian-Mihai,Cioroianu,MALE,1967-01-05,,Craiova,ROU
28459,Giuseppe,Castiglione,MALE,1963-10-05,,Bronte,ITA
197573,Kira Marie,Peter-Hansen,FEMALE,1998-02-23,,Frederiksberg C,DNK
198063,Márton,Gyöngyösi,MALE,1977-06-08,,Kecskemét,HUN
2225,Christoph,Konrad,MALE,1957-08-28,,Bochum,DEU
23934,Josef,Bonnici,MALE,1953-04-15,,Birzebbuga,MLT
1841,Des,Geraghty,MALE,1943-10-27,,Dublin,IRL
1515,Sergio Camillo,Segre,MALE,1926-09-15,2022-04-06,Torino,ITA
1517,Konrad,Schön,MALE,1930-05-07,,Mannheim,DEU
1066,Dacia,VALENT,FEMALE,1963-02-12,2015-01-22,Mogadiscio (Somalia),ITA
4405,Massimo,Cacciari,MALE,1944-06-05,,Venezia,ITA
1042,Gerd,Müller,MALE,1955-08-25,,Krumbach,DEU
872,Eileen,Desmond,FEMALE,1932-12-29,,Cork,IRL
96781,Danuta,Jazłowiecka,FEMALE,1957-05-19,,Opole,POL
125004,Franc,Bogovič,MALE,1963-02-02,,Senovo,SVN
23769,Józef,OLEKSY,MALE,1946-06-22,2015-01-09,Nowy Sącz,POL
94508,Glenn,Bedingfield,MALE,1974-11-15,,Pieta,MLT
197645,Francisco,Guerreiro,MALE,1984-09-12,,Santiago do Cacém,PRT
197466,Jutta,Paulus,FEMALE,1967-05-09,,Giessen,DEU
4472,Raffaele,Lombardo,MALE,1950-10-29,,Catania,ITA
199,Elisabeth,Orth,FEMALE,1921-03-24,,Hannover,DEU
1175,Gérard,Caudron,MALE,1945-02-27,,Royaucourt et Chailvet,FRA
97296,Michel,Dantin,MALE,1960-01-15,,Lyon,FRA
433,André,Fanton,MALE,1928-03-31,,,FRA
2121,Pirjo,Rusanen,FEMALE,1940-12-18,,Mikkeli,FIN
367,Luigi Michele,Galli,MALE,1924-10-27,,Gallarate (Varese),ITA
871,Suzanne,Dekker,FEMALE,1949-10-31,,Amsterdam,NLD
1107,Alexander,Langer,MALE,1946-02-22,1995-07-03,Sterzing (BZ),ITA
1202,Yves,Cochet,MALE,1946-02-15,,Rennes,FRA
28429,Alessandra,Mussolini,FEMALE,1962-12-30,,Roma,ITA
229519,Catharina,Rinzema,FEMALE,1985-07-04,,Soest,NLD
384,THE LORD,Chelwood,MALE,,,,GBR
39718,Constantin,Dumitriu,MALE,1971-11-07,,Brăila,ROU
1639,Jean-Paul,HUGOT,MALE,1948-04-02,2013-07-14,Fontenay-le-Comte,FRA
96658,Konstantinos,Poupakis,MALE,1951-01-18,,Ilioupoli Attikis,GRC
520,Donald,Creed,MALE,1924-09-07,,Macroom,IRL
1542,Pierre-Benjamin,Pranchère,MALE,1927-07-01,2023-12-30,Brive (Corrèze),FRA
2313,Georges,Garot,MALE,1936-04-07,,"St. Berthevin (Laval, Mayenne)",FRA
1248,Bernhard,Sälzer,MALE,1940-09-04,1993-12-18,Berlin,DEU
1587,José Manuel,Medeiros Ferreira,MALE,1942-02-20,,Funchal,PRT
111017,Dolores,García-Hierro Caraballo,FEMALE,1958-05-16,,Urda (Toledo),ESP
96767,Werner,Kuhn,MALE,1955-05-19,,Zingst,DEU
125048,Marina,Albiol Guzmán,FEMALE,1982-12-15,,Castellón,ESP
4352,Geneviève,Fraisse,FEMALE,1948-10-07,,Paris,FRA
96909,Michail,Tremopoulos,MALE,1958-03-03,,Serres,GRC
405,THE LORD,Brimelow,MALE,1915-10-25,,Tykdesley,GBR
649,Alfred,Califice,MALE,1916-10-02,,Melen,BEL
1807,Roger,Chinaud,MALE,1934-09-06,,Paris,FRA
309,Fernand,Lösch,MALE,1900-01-19,,Luxembourg,LUX
943,Susanna,Agnelli,FEMALE,1922-04-24,,Torino,ITA
1730,Angelo,Carossino,MALE,1929-02-21,2020-07-25,Genova,ITA
28361,María Isabel,Salinas García,FEMALE,1966-06-23,,Níjar Almería,ESP
624,Jozef,Dupont,MALE,1907-07-19,,Rijkel,BEL
1121,Margarida,Salema O. Martins,FEMALE,1954-01-19,,Lisboa,PRT
96865,Debora,Serracchiani,FEMALE,1970-11-10,,Roma,ITA
124942,Molly,Scott Cato,FEMALE,1963-05-21,,Stroud,GBR
1366,Janey O'Neil,BUCHAN,FEMALE,1926-04-30,2012-01-14,Glasgow,GBR
96745,Catherine,Grèze,FEMALE,1960-04-15,,Paris,FRA
2237,Christine,Mayer,FEMALE,1948-12-22,,Munster (Haut Rhin),FRA
96933,Milan,Zver,MALE,1962-05-25,,Ljubljana,SVN
1156,Gérard P.M.J.,Monnier-Besombes,MALE,1953-07-04,,Marseille,FRA
197557,Christophe,Grudler,MALE,1965-04-09,,BELFORT,FRA
1154,Ben,Fayot,MALE,1937-06-25,,Luxembourg,LUX
2025,Françoise,Grossetête,FEMALE,1946-05-17,,Lyon,FRA
1847,Karl,Hagemann,MALE,1941-07-10,,Greifswald,DEU
96789,Joanna,Senyszyn,FEMALE,1949-02-01,,Gdynia,POL
1524,Gustavo,SELVA,MALE,1926-08-10,2015-03-16,Imola (Bologna),ITA
189391,Nosheena,Mobarik,FEMALE,1957-10-16,,Man Chunnu,GBR
245,Robert,Margulies,MALE,1908-09-29,,Düsseldorf,DEU
197758,Jackie,Jones,FEMALE,1966-02-10,,Jugenheim,GBR
118708,Susy,De Martini,FEMALE,1952-06-17,,Genova,ITA
5518,Jean-Maurice,Dehousse,MALE,1936-10-11,2023-02-07,Liege,BEL
960,François,Musso,MALE,1935-10-01,,Ajaccio (Corse du Sud),FRA
28325,Sylwester,Chruszcz,MALE,1972-08-22,,Głogów,POL
1943,Gastone,Parigi,MALE,1931-08-10,,Este (Padova),ITA
28570,Ioannis,Gklavakis,MALE,1949-10-10,,Thessaloniki,GRC
523,Antony C.,Esmonde,MALE,1899-01-18,,Salop,IRL
1059,Hiltrud,Breyer,FEMALE,1957-08-22,,Saarbrücken,DEU
1309,Brian,Simpson,MALE,1953-02-06,,Leigh (Lancashire),GBR
28516,Yiannakis,Matsis,MALE,1933-10-24,,Palaihori,CYP
33985,Radu,Podgorean,MALE,1955-03-22,,Bucureşti,ROU
2210,Erich,Schreiner,MALE,1950-06-26,,Wien,AUT
2257,Albrecht Karl,Konecny,MALE,1942-09-20,,Wien,AUT
687,Hellmut,Sieglerschmidt,MALE,1917-10-17,,Berlin,DEU
4467,Adriana,Poli Bortone,FEMALE,1943-08-25,,Lecce,ITA
197527,Anne-Sophie,Pelletier,FEMALE,1976-02-05,,Besançon,FRA
1811,Giovanni,Cervetti,MALE,1933-09-12,,Milano,ITA
119435,Davor Ivo,Stier,MALE,1972-01-06,,Buenos Aires,HRV
1537,Joyce G.,Quin,FEMALE,1944-11-26,,Tynemouth (Northumberland),GBR
125192,Curzio,Maltese,MALE,1959-03-30,2023-02-26,Milano,ITA
1398,James,MOORHOUSE,MALE,1924-01-01,2014-01-06,Copenhagen,GBR
25803,Raquel,Cardoso,FEMALE,1951-12-19,,Montoito,PRT
197869,Liesje,Schreinemacher,FEMALE,1983-05-13,,Rotterdam,NLD
4334,Elena,Valenciano,FEMALE,1960-09-18,,Madrid,ESP
128588,Linnéa,Engström,FEMALE,1981-04-02,,Uppsala,SWE
436,Horst,Haase,MALE,1933-10-26,,Königsberg,DEU
1779,Jørgen,Bøgh,MALE,1917-06-06,,Frederiksberg,DNK
1479,Silvio,Vitale,MALE,1928-01-28,2005-05-25,Napoli,ITA
124751,Dominique,Martin,MALE,1961-10-01,,Scionzier,FRA
2012,Fernando,Fernández Martín,MALE,1943-05-29,,Santa Cruz de la Palma (Tenerife),ESP
1902,Norbert,Glante,MALE,1952-08-08,,Caputh,DEU
1084,Yves A.R.,Galland,MALE,1941-03-08,,Paris,FRA
125380,Roberto,Dietrich,MALE,1964-06-09,,Cisnădie,ROU
1441,Niall,Andrews,MALE,1937-08-19,2006-10-16,Dublin,IRL
1458,Georgios,Romeos,MALE,1934-12-21,2023-02-24,Kerkyra,GRC
580,Wilhelm,Dröscher,MALE,1920-10-07,,Kirn a.d. Nahe,DEU
703,Olaf,Schwencke,MALE,1936-01-27,,Pinneberg (Holstein),DEU
910,Marcel G.B.,Colla,MALE,1943-09-28,,Deurne,BEL
96734,Ska,Keller,FEMALE,1981-11-22,,W.-P.-St. Guben,DEU
96743,Michèle,Rivasi,FEMALE,1953-02-09,2023-11-29,Montélimar,FRA
1388,Anthony M.H.,Simpson,MALE,1935-10-28,2022-08-14,Leicester,GBR
111496,María Auxiliadora,Correa Zamora,FEMALE,1972-05-24,,Badajoz,ESP
1229,Wilfried,Telkämper,MALE,1953-01-16,,Lingen-Ems,DEU
160,W.F.,Lichtenauer,MALE,1900-05-11,,Rotterdam,NLD
28197,Árpád,DUKA-ZÓLYOMI,MALE,1941-05-08,2013-07-26,Bratislava,SVK
590,Martin,Blank,MALE,1897-02-05,,Barmen,DEU
2205,Walter,Posch,MALE,1954-01-15,,Mürzzuschlag,AUT
1596,Alberto,Moravia,MALE,1907-11-28,1990-09-26,Roma,ITA
38596,Elisabeth,Morin-Chartier,FEMALE,1947-10-10,,Ceaux-en-Couhé,FRA
1990,Mercedes,DE LA MERCED MONGE,FEMALE,1960-10-31,2013-05-05,Soria,ESP
124702,Jaromír,Štětina,MALE,1943-04-06,,Praha,CZE
125049,Maria Lidia,Senra Rodríguez,FEMALE,1958-06-14,,Pobra do Brollón (Galiza),ESP
197825,Raffaele,Stancanelli,MALE,1950-06-30,,Regalbuto,ITA
1374,Vasco,Garcia,MALE,1939-05-21,,Carcavelos (Lisboa),PRT
96952,Sylvie,Guillaume,FEMALE,1962-06-11,,Antony,FRA
197390,Sara,Skyttedal,FEMALE,1986-08-06,,Tyresö,SWE
96754,Wim,van de Camp,MALE,1953-07-27,,Oss,NLD
496,Emilio,Battista,MALE,1903-03-03,,Terracina,ITA
2293,Peter,Sichrovsky,MALE,1947-09-05,,Wien,AUT
1701,,Douro,MALE,1945-08-19,,Windsor,GBR
463,Michele,Cifarelli,MALE,1913-08-08,,Bari,ITA
118858,Marlene,Mizzi,FEMALE,1954-12-24,,Rabat,MLT
28451,Lorenzo,Cesa,MALE,1951-08-16,,Arcinazzo Romano,ITA
116663,Monika,Panayotova,FEMALE,1983-08-19,,Sofia,BGR
96650,Lothar,Bisky,MALE,1941-08-17,2013-08-13,Zollbrück,DEU
96866,Salvatore,Caronna,MALE,1964-03-05,,Säckingen,ITA
978,Léon,Schwartzenberg,MALE,1923-12-02,2003-10-14,Paris,FRA
96733,Antonio,Cancian,MALE,1951-07-02,,Mareno di Piave (TV),ITA
1768,José Miguel,Bueno Vicente,MALE,1940-06-08,,Villar de Argañán,ESP
29074,Vito,Bonsignore,MALE,1943-07-03,,Bronte,ITA
96683,Carl,Haglund,MALE,1979-03-29,,Esbo,FIN
1094,Achille,Occhetto,MALE,1936-03-03,,Torino,ITA
197537,Alexandr,Vondra,MALE,1961-08-17,,Praha,CZE
1033,Alonso José,Puerta,MALE,1944-03-24,,Avilés (Asturias),ESP
197510,Jarosław,Duda,MALE,1964-04-29,,Wroclaw,POL
677,Gaston,Thorn,MALE,1928-09-03,,Luxembourg,LUX
124744,Guillaume,Balas,MALE,1972-08-30,,Rillieux-la-Pape,FRA
107973,Tarja,Cronberg,FEMALE,1943-06-29,,Helsinki,FIN
197532,Elżbieta,Kruk,FEMALE,1959-11-19,,Lublin,POL
25894,George,Varnava,MALE,1968-09-13,,Ammochostos,CYP
120,Pietro C.,Restagno,MALE,1898-03-29,,Torino,ITA
785,Leonilde,Iotti,FEMALE,1920-04-10,,Reggio Emilia,ITA
1489,Willem J.,Vergeer,MALE,1926-03-28,,Zeist,NLD
96677,Cecilia,Wikström,FEMALE,1965-10-17,,Svanstein,SWE
96956,Julie,Girling,FEMALE,1956-12-21,,London,GBR
112014,Phil,Bennion,MALE,1954-10-07,,Tamworth,GBR
2046,Guido,Podestà,MALE,1947-04-01,,Milano,ITA
2099,Robert,Evans,MALE,1956-10-23,,Ashford,GBR
197504,Jérémy,Decerle,MALE,1984-07-01,,Saint-Remy,FRA
1099,Nereo,Laroni,MALE,1942-09-02,2019-07-14,Venezia,ITA
1201,Pedro Manuel,Canavarro,MALE,1937-05-09,,Santarém,PRT
4384,Alain,LIPIETZ,MALE,1947-09-19,,Charenton,FRA
39723,Dumitru,Oprea,MALE,1952-10-10,,"Mănești, Prahova",ROU
212855,Alin,Mituța,MALE,1984-05-24,,Novaci,ROU
554,Yvon,Bourges,MALE,1921-06-29,,Pau,FRA
28412,Bernat,Joan i Marí,MALE,1960-02-22,,Sant Jordi (Eivissa-Balears),ESP
125052,Juan Carlos,Girauta Vidal,MALE,1961-03-12,,Barcelona,ESP
123792,Giovanni,Barbagallo,MALE,1952-06-01,,Trecastagni,ITA
1713,John,de Courcy Ling,MALE,1933-10-14,,Edgbaston,GBR
4361,William,Abitbol,MALE,1949-09-06,2016-12-22,Paris,FRA
204414,Margarita,de la Pisa Carrión,FEMALE,1975-09-19,,Madrid,ESP
202352,Antoni,Comín i Oliveres,MALE,1971-03-07,,Barcelona,ESP
678,James W.,SPICER,MALE,1925-10-04,2015-03-21,London,GBR
1408,John,Hume,MALE,1937-01-18,2020-08-03,Derry (Northern Ireland),GBR
1755,José António,Brito Apolonia,MALE,1941-03-07,,Salva-Beja,PRT
2191,Alfonso Luigi,Marra,MALE,1947-12-18,,San Giovanni in Fiore,ITA
1258,Rolf,Linkohr,MALE,1941-04-11,,Stuttgart,DEU
197498,Robert,Biedroń,MALE,1976-04-13,,Rymanow,POL
512,Aldo,Ajello,MALE,1936-01-15,,Palermo,ITA
4539,David,Sumberg,MALE,1941-06-02,,Stoke-on-Trent,GBR
1133,Sylviane H.,Ainardi,FEMALE,1947-12-19,,Ugines (Savoie),FRA
96795,Jacek Olgierd,Kurski,MALE,1966-02-22,,Gdańsk,POL
105,Jan P.,Pronk,MALE,1940-03-16,,Scheveningen,NLD
190518,Jörg,Meuthen,MALE,1961-06-29,,Essen,DEU
467,Giuseppe,Caron,MALE,1904-02-24,,Treviso,ITA
23413,Mojca,Kleva Kekuš,FEMALE,1976-03-30,,Koper,SVN
133326,Stefano,Maullu,MALE,1962-03-15,,Milano,ITA
1378,Michael J.,Welsh,MALE,1942-05-22,,Dovercourt,GBR
506,Giulio,Battistini,MALE,1912-04-05,,Pisa,ITA
4261,Matti,WUORI,MALE,1945-07-15,2005-10-15,Helsinki,FIN
1237,Mechtild,Rothe,FEMALE,1947-08-10,,Paderborn,DEU
4399,Guido,Bodrato,MALE,1933-03-27,2023-06-08,Monteu Roero (Cuneo),ITA
33977,Gabriela,Crețu,FEMALE,1965-01-16,,Târgu Frumos,ROU
1862,Elda,Pucci,FEMALE,1928-02-21,2005-10-14,Trapani,ITA
124760,Nicolas,Bay,MALE,1977-12-21,,Saint-Germain-en-Laye,FRA
197935,Ivan Vilibor,Sinčić,MALE,1990-08-28,,KARLOVAC,HRV
23853,Aldis,Kušķis,MALE,1965-10-06,,Rīga,LVA
128,Rafton,Pounder,MALE,1933-05-13,,Belfast,GBR
96953,Estelle,Grelier,FEMALE,1973-06-22,,La Roche sur Yon,FRA
723,Antonios,Georgiadis,MALE,1944-05-11,,Agios Isidoros (Rhodes),GRC
2055,Ulpu,Iivari,FEMALE,1948-03-20,,Salla,FIN
2084,Roy,Perry,MALE,1943-02-12,,London,GBR
1901,Lone,Dybkjær,FEMALE,1940-05-23,,Frederiksberg,DNK
2323,Rainer,Wieland,MALE,1957-02-19,,Stuttgart - Bad Cannstatt,DEU
1455,James L.,JANSSEN van RAAY,MALE,1932-06-01,2010-02-11,Muntok (Indonesië),NLD
28374,Wiesław Stefan,Kuc,MALE,1949-09-02,,Sokołow Podlaskí,POL
4502,Maria Johanna (Marieke),Sanders-ten Holte,FEMALE,1941-11-07,,Assen,NLD
296,Marcel O.C.L.G.,Thiry,MALE,1897-03-13,,Charleroi,BEL
578,Heinrich,Deist,MALE,1902-12-10,,Bant (Willelmshaven),DEU
4387,Didier,Rod,MALE,1950-06-07,,Poissy,FRA
28547,Ioannis,Varvitsiotis,MALE,1933-08-02,,Athina,GRC
1635,José Ramón,Herrero Merediz,MALE,1931-02-02,,Gijón,ESP
124945,Margot,Parker,FEMALE,1943-07-24,,Grantham,GBR
2010,Manuela,Frutos Gama,FEMALE,1956-05-18,,Valverde de Merida,ESP
124894,Michał,Marusik,MALE,1951-09-26,2020-12-18,Skrzynki,POL
28126,Christofer,Fjellner,MALE,1976-12-13,,Västerås,SWE
96814,Elena,Băsescu,FEMALE,1980-04-24,,Constanţa,ROU
1773,Carla,Barbarella,FEMALE,1940-02-04,,Magione (Perugia),ITA
1905,Heinz,Kindermann,MALE,1942-06-20,,Welhotta (CZ),DEU
2223,Wilmya,Zimmermann,FEMALE,1944-07-30,,Heerlen (Niederlande),DEU
4414,Yves,Butel,MALE,1948-11-01,,Abbeville,FRA
4559,Maria,Martens,FEMALE,1955-01-08,,Doetinchem,NLD
